phase,dataset,n,mode,k,topk,minlen,maxlen,rep,runtime_ms,patterns,pair_attempts,compatible_pairs,pdub_prunes,dub_prunes,aligned_checks,peak_heap_mb
ablation,DB5_NYSE.txt,60000,tk,1.6666666666666667e-05,50,2,12,4,15.504700,50,81,238,95,104,934774,584.077
ablation,DB5_NYSE.txt,60000,tk,1.6666666666666667e-05,50,2,12,5,16.370200,50,81,238,95,104,934774,596.077
ablation,DB5_NYSE.txt,60000,tk,1.6666666666666667e-05,50,2,12,6,15.388100,50,81,238,95,104,934774,608.077
ablation,DB5_NYSE.txt,60000,tk,1.6666666666666667e-05,50,2,12,7,16.281000,50,81,238,95,104,934774,620.077
ablation,DB5_NYSE.txt,60000,tk,1.6666666666666667e-05,50,2,12,8,16.050200,50,81,238,95,104,934774,632.077
ablation,DB5_NYSE.txt,60000,tk,1.6666666666666667e-05,50,2,12,9,15.795800,50,81,238,95,104,934774,646.077
ablation,DB6_CL_US.txt,10305,tk-no-pdub,9.7040271712760790e-05,50,2,12,0,3.521200,50,78,216,0,187,146804,664.077
ablation,DB6_CL_US.txt,10305,tk-no-pdub,9.7040271712760790e-05,50,2,12,1,2.930000,50,78,216,0,187,146804,666.077
ablation,DB6_CL_US.txt,10305,tk-no-pdub,9.7040271712760790e-05,50,2,12,2,2.963800,50,78,216,0,187,146804,668.077
ablation,DB6_CL_US.txt,10305,tk-no-pdub,9.7040271712760790e-05,50,2,12,3,3.090100,50,78,216,0,187,146804,670.077
ablation,DB6_CL_US.txt,10305,tk-no-pdub,9.7040271712760790e-05,50,2,12,4,3.388800,50,78,216,0,187,146804,672.077
ablation,DB6_CL_US.txt,10305,tk-no-pdub,9.7040271712760790e-05,50,2,12,5,3.107900,50,78,216,0,187,146804,674.077
ablation,DB6_CL_US.txt,10305,tk-no-pdub,9.7040271712760790e-05,50,2,12,6,3.181100,50,78,216,0,187,146804,676.077
ablation,DB6_CL_US.txt,10305,tk-no-pdub,9.7040271712760790e-05,50,2,12,7,3.693000,50,78,216,0,187,146804,678.077
ablation,DB6_CL_US.txt,10305,tk-no-pdub,9.7040271712760790e-05,50,2,12,8,3.323500,50,78,216,0,187,146804,680.077
ablation,DB6_CL_US.txt,10305,tk-no-pdub,9.7040271712760790e-05,50,2,12,9,3.077400,50,78,216,0,187,146804,682.077
ablation,DB6_CL_US.txt,10305,tk-naive,9.7040271712760790e-05,50,2,12,0,2.930100,50,78,216,68,105,135185,694.077
ablation,DB6_CL_US.txt,10305,tk-naive,9.7040271712760790e-05,50,2,12,1,2.901400,50,78,216,68,105,135185,696.077
ablation,DB6_CL_US.txt,10305,tk-naive,9.7040271712760790e-05,50,2,12,2,3.072100,50,78,216,68,105,135185,698.077
ablation,DB6_CL_US.txt,10305,tk-naive,9.7040271712760790e-05,50,2,12,3,3.190600,50,78,216,68,105,135185,700.077
ablation,DB6_CL_US.txt,10305,tk-naive,9.7040271712760790e-05,50,2,12,4,3.194700,50,78,216,68,105,135185,702.077
ablation,DB6_CL_US.txt,10305,tk-naive,9.7040271712760790e-05,50,2,12,5,2.838700,50,78,216,68,105,135185,704.077
ablation,DB6_CL_US.txt,10305,tk-naive,9.7040271712760790e-05,50,2,12,6,2.786600,50,78,216,68,105,135185,706.077
ablation,DB6_CL_US.txt,10305,tk-naive,9.7040271712760790e-05,50,2,12,7,2.828000,50,78,216,68,105,135185,708.077
ablation,DB6_CL_US.txt,10305,tk-naive,9.7040271712760790e-05,50,2,12,8,2.873900,50,78,216,68,105,135185,710.077
ablation,DB6_CL_US.txt,10305,tk-naive,9.7040271712760790e-05,50,2,12,9,2.970500,50,78,216,68,105,135185,712.077
ablation,DB6_CL_US.txt,10305,tk,9.7040271712760790e-05,50,2,12,0,2.695200,50,78,216,68,105,135185,724.077
ablation,DB6_CL_US.txt,10305,tk,9.7040271712760790e-05,50,2,12,1,3.067400,50,78,216,68,105,135185,726.077
ablation,DB6_CL_US.txt,10305,tk,9.7040271712760790e-05,50,2,12,2,2.683600,50,78,216,68,105,135185,728.077
ablation,DB6_CL_US.txt,10305,tk,9.7040271712760790e-05,50,2,12,3,2.793000,50,78,216,68,105,135185,730.077
ablation,DB6_CL_US.txt,10305,tk,9.7040271712760790e-05,50,2,12,4,2.796800,50,78,216,68,105,135185,732.077
ablation,DB6_CL_US.txt,10305,tk,9.7040271712760790e-05,50,2,12,5,2.587500,50,78,216,68,105,135185,734.077
ablation,DB6_CL_US.txt,10305,tk,9.7040271712760790e-05,50,2,12,6,2.779100,50,78,216,68,105,135185,734.077
ablation,DB6_CL_US.txt,10305,tk,9.7040271712760790e-05,50,2,12,7,2.716300,50,78,216,68,105,135185,736.077
ablation,DB6_CL_US.txt,10305,tk,9.7040271712760790e-05,50,2,12,8,2.594300,50,78,216,68,105,135185,738.077
ablation,DB6_CL_US.txt,10305,tk,9.7040271712760790e-05,50,2,12,9,2.582200,50,78,216,68,105,135185,740.077
ablation,DB7_HPQ_US.txt,12075,tk-no-pdub,8.2815734989648030e-05,50,2,12,0,3.809000,50,77,214,0,188,175087,762.077
ablation,DB7_HPQ_US.txt,12075,tk-no-pdub,8.2815734989648030e-05,50,2,12,1,4.976000,50,77,214,0,188,175087,766.077
ablation,DB7_HPQ_US.txt,12075,tk-no-pdub,8.2815734989648030e-05,50,2,12,2,4.177900,50,77,214,0,188,175087,768.077
ablation,DB7_HPQ_US.txt,12075,tk-no-pdub,8.2815734989648030e-05,50,2,12,3,3.390800,50,77,214,0,188,175087,770.077
ablation,DB7_HPQ_US.txt,12075,tk-no-pdub,8.2815734989648030e-05,50,2,12,4,3.398100,50,77,214,0,188,175087,772.077
ablation,DB7_HPQ_US.txt,12075,tk-no-pdub,8.2815734989648030e-05,50,2,12,5,3.279300,50,77,214,0,188,175087,774.077
ablation,DB7_HPQ_US.txt,12075,tk-no-pdub,8.2815734989648030e-05,50,2,12,6,3.281900,50,77,214,0,188,175087,776.077
ablation,DB7_HPQ_US.txt,12075,tk-no-pdub,8.2815734989648030e-05,50,2,12,7,3.329800,50,77,214,0,188,175087,780.077
ablation,DB7_HPQ_US.txt,12075,tk-no-pdub,8.2815734989648030e-05,50,2,12,8,3.421600,50,77,214,0,188,175087,782.077
ablation,DB7_HPQ_US.txt,12075,tk-no-pdub,8.2815734989648030e-05,50,2,12,9,3.365300,50,77,214,0,188,175087,784.077
ablation,DB7_HPQ_US.txt,12075,tk-naive,8.2815734989648030e-05,50,2,12,0,3.213000,50,77,214,61,112,162972,798.077
ablation,DB7_HPQ_US.txt,12075,tk-naive,8.2815734989648030e-05,50,2,12,1,3.254000,50,77,214,61,112,162972,800.077
ablation,DB7_HPQ_US.txt,12075,tk-naive,8.2815734989648030e-05,50,2,12,2,3.341900,50,77,214,61,112,162972,802.077
