phase,dataset,n,mode,k,topk,minlen,maxlen,rep,runtime_ms,patterns,pair_attempts,compatible_pairs,pdub_prunes,dub_prunes,aligned_checks,peak_heap_mb
central,DB2_Russell2000.txt,8141,tk-no-pdub,0.00012283503255128362,50,2,12,7,2.779400,50,84,224,0,192,153785,795.712
central,DB2_Russell2000.txt,8141,tk-no-pdub,0.00012283503255128362,50,2,12,8,2.460900,50,84,224,0,192,153785,797.712
central,DB2_Russell2000.txt,8141,tk-no-pdub,0.00012283503255128362,50,2,12,9,2.354400,50,84,224,0,192,153785,799.712
central,DB2_Russell2000.txt,8141,tk-no-dub,0.00012283503255128362,50,2,12,0,2.481400,50,190,768,614,0,138862,811.712
central,DB2_Russell2000.txt,8141,tk-no-dub,0.00012283503255128362,50,2,12,1,2.673600,50,190,768,614,0,138862,813.712
central,DB2_Russell2000.txt,8141,tk-no-dub,0.00012283503255128362,50,2,12,2,2.850900,50,190,768,614,0,138862,815.712
central,DB2_Russell2000.txt,8141,tk-no-dub,0.00012283503255128362,50,2,12,3,3.148100,50,190,768,614,0,138862,817.712
central,DB2_Russell2000.txt,8141,tk-no-dub,0.00012283503255128362,50,2,12,4,2.496900,50,190,768,614,0,138862,819.712
central,DB2_Russell2000.txt,8141,tk-no-dub,0.00012283503255128362,50,2,12,5,2.444900,50,190,768,614,0,138862,823.712
central,DB2_Russell2000.txt,8141,tk-no-dub,0.00012283503255128362,50,2,12,6,2.517900,50,190,768,614,0,138862,825.712
central,DB2_Russell2000.txt,8141,tk-no-dub,0.00012283503255128362,50,2,12,7,2.565300,50,190,768,614,0,138862,827.712
central,DB2_Russell2000.txt,8141,tk-no-dub,0.00012283503255128362,50,2,12,8,2.637800,50,190,768,614,0,138862,829.712
central,DB2_Russell2000.txt,8141,tk-no-dub,0.00012283503255128362,50,2,12,9,3.405500,50,190,768,614,0,138862,831.712
central,DB2_Russell2000.txt,8141,tk,0.00012283503255128362,50,2,12,0,3.469500,50,84,224,70,106,138862,843.712
central,DB2_Russell2000.txt,8141,tk,0.00012283503255128362,50,2,12,1,2.680200,50,84,224,70,106,138862,845.712
central,DB2_Russell2000.txt,8141,tk,0.00012283503255128362,50,2,12,2,2.577800,50,84,224,70,106,138862,847.712
central,DB2_Russell2000.txt,8141,tk,0.00012283503255128362,50,2,12,3,2.633500,50,84,224,70,106,138862,849.712
central,DB2_Russell2000.txt,8141,tk,0.00012283503255128362,50,2,12,4,3.088500,50,84,224,70,106,138862,851.712
central,DB2_Russell2000.txt,8141,tk,0.00012283503255128362,50,2,12,5,2.728400,50,84,224,70,106,138862,853.712
central,DB2_Russell2000.txt,8141,tk,0.00012283503255128362,50,2,12,6,3.797800,50,84,224,70,106,138862,855.712
central,DB2_Russell2000.txt,8141,tk,0.00012283503255128362,50,2,12,7,2.532200,50,84,224,70,106,138862,857.712
central,DB2_Russell2000.txt,8141,tk,0.00012283503255128362,50,2,12,8,2.657500,50,84,224,70,106,138862,859.712
central,DB2_Russell2000.txt,8141,tk,0.00012283503255128362,50,2,12,9,2.572200,50,84,224,70,106,138862,861.712
central,DB3_Nasdaq.txt,12279,hjtopk,8.1439856665852270e-05,50,2,12,0,89.810600,50,35427,72051,0,0,663551,1221.712
central,DB3_Nasdaq.txt,12279,hjtopk,8.1439856665852270e-05,50,2,12,1,88.561500,50,35427,72051,0,0,663551,107.640
central,DB3_Nasdaq.txt,12279,hjtopk,8.1439856665852270e-05,50,2,12,2,87.922400,50,35427,72051,0,0,663551,173.640
central,DB3_Nasdaq.txt,12279,hjtopk,8.1439856665852270e-05,50,2,12,3,89.510800,50,35427,72051,0,0,663551,239.640
central,DB3_Nasdaq.txt,12279,hjtopk,8.1439856665852270e-05,50,2,12,4,90.324500,50,35427,72051,0,0,663551,305.640
central,DB3_Nasdaq.txt,12279,hjtopk,8.1439856665852270e-05,50,2,12,5,86.072700,50,35427,72051,0,0,663551,371.640
central,DB3_Nasdaq.txt,12279,hjtopk,8.1439856665852270e-05,50,2,12,6,89.230300,50,35427,72051,0,0,663551,437.640
central,DB3_Nasdaq.txt,12279,hjtopk,8.1439856665852270e-05,50,2,12,7,93.377100,50,35427,72051,0,0,663551,505.640
central,DB3_Nasdaq.txt,12279,hjtopk,8.1439856665852270e-05,50,2,12,8,85.430500,50,35427,72051,0,0,663551,571.640
central,DB3_Nasdaq.txt,12279,hjtopk,8.1439856665852270e-05,50,2,12,9,92.084600,50,35427,72051,0,0,663551,637.640
central,DB3_Nasdaq.txt,12279,tk-no-bounds,8.1439856665852270e-05,50,2,12,0,92.901200,50,35427,72051,0,0,663551,1029.640
central,DB3_Nasdaq.txt,12279,tk-no-bounds,8.1439856665852270e-05,50,2,12,1,91.327100,50,35427,72051,0,0,663551,1095.640
central,DB3_Nasdaq.txt,12279,tk-no-bounds,8.1439856665852270e-05,50,2,12,2,91.917000,50,35427,72051,0,0,663551,1161.640
central,DB3_Nasdaq.txt,12279,tk-no-bounds,8.1439856665852270e-05,50,2,12,3,96.887700,50,35427,72051,0,0,663551,1227.640
central,DB3_Nasdaq.txt,12279,tk-no-bounds,8.1439856665852270e-05,50,2,12,4,96.037800,50,35427,72051,0,0,663551,1227.640
central,DB3_Nasdaq.txt,12279,tk-no-bounds,8.1439856665852270e-05,50,2,12,5,90.301100,50,35427,72051,0,0,663551,132.868
central,DB3_Nasdaq.txt,12279,tk-no-bounds,8.1439856665852270e-05,50,2,12,6,86.461300,50,35427,72051,0,0,663551,198.868
central,DB3_Nasdaq.txt,12279,tk-no-bounds,8.1439856665852270e-05,50,2,12,7,87.597200,50,35427,72051,0,0,663551,264.868
central,DB3_Nasdaq.txt,12279,tk-no-bounds,8.1439856665852270e-05,50,2,12,8,85.366700,50,35427,72051,0,0,663551,330.868
central,DB3_Nasdaq.txt,12279,tk-no-bounds,8.1439856665852270e-05,50,2,12,9,86.211200,50,35427,72051,0,0,663551,396.868
central,DB3_Nasdaq.txt,12279,tk-no-pdub,8.1439856665852270e-05,50,2,12,0,3.329600,50,82,221,0,191,234654,414.868
central,DB3_Nasdaq.txt,12279,tk-no-pdub,8.1439856665852270e-05,50,2,12,1,3.503400,50,82,221,0,191,234654,418.868
central,DB3_Nasdaq.txt,12279,tk-no-pdub,8.1439856665852270e-05,50,2,12,2,3.294000,50,82,221,0,191,234654,420.868
central,DB3_Nasdaq.txt,12279,tk-no-pdub,8.1439856665852270e-05,50,2,12,3,4.616800,50,82,221,0,191,234654,424.868
central,DB3_Nasdaq.txt,12279,tk-no-pdub,8.1439856665852270e-05,50,2,12,4,3.347900,50,82,221,0,191,234654,426.868
central,DB3_Nasdaq.txt,12279,tk-no-pdub,8.1439856665852270e-05,50,2,12,5,3.787100,50,82,221,0,191,234654,430.868
central,DB3_Nasdaq.txt,12279,tk-no-pdub,8.1439856665852270e-05,50,2,12,6,3.173800,50,82,221,0,191,234654,432.868
central,DB3_Nasdaq.txt,12279,tk-no-pdub,8.1439856665852270e-05,50,2,12,7,3.350700,50,82,221,0,191,234654,436.868
central,DB3_Nasdaq.txt,12279,tk-no-pdub,8.1439856665852270e-05,50,2,12,8,3.759700,50,82,221,0,191,234654,440.868
central,DB3_Nasdaq.txt,12279,tk-no-pdub,8.1439856665852270e-05,50,2,12,9,3.173600,50,82,221,0,191,234654,442.868
central,DB3_Nasdaq.txt,12279,tk-no-dub,8.1439856665852270e-05,50,2,12,0,3.731400,50,181,706,559,0,206420,460.868
central,DB3_Nasdaq.txt,12279,tk-no-dub,8.1439856665852270e-05,50,2,12,1,5.254400,50,181,706,559,0,206420,464.868
central,DB3_Nasdaq.txt,12279,tk-no-dub,8.1439856665852270e-05,50,2,12,2,3.479000,50,181,706,559,0,206420,466.868
central,DB3_Nasdaq.txt,12279,tk-no-dub,8.1439856665852270e-05,50,2,12,3,3.521800,50,181,706,559,0,206420,470.868
central,DB3_Nasdaq.txt,12279,tk-no-dub,8.1439856665852270e-05,50,2,12,4,3.506900,50,181,706,559,0,206420,472.868
central,DB3_Nasdaq.txt,12279,tk-no-dub,8.1439856665852270e-05,50,2,12,5,4.178000,50,181,706,559,0,206420,476.868
central,DB3_Nasdaq.txt,12279,tk-no-dub,8.1439856665852270e-05,50,2,12,6,3.797300,50,181,706,559,0,206420,480.868
central,DB3_Nasdaq.txt,12279,tk-no-dub,8.1439856665852270e-05,50,2,12,7,3.735800,50,181,706,559,0,206420,482.868
central,DB3_Nasdaq.txt,12279,tk-no-dub,8.1439856665852270e-05,50,2,12,8,3.708200,50,181,706,559,0,206420,486.868
central,DB3_Nasdaq.txt,12279,tk-no-dub,8.1439856665852270e-05,50,2,12,9,4.776800,50,181,706,559,0,206420,488.868
central,DB3_Nasdaq.txt,12279,tk,8.1439856665852270e-05,50,2,12,0,3.493800,50,82,221,74,99,206420,506.868
central,DB3_Nasdaq.txt,12279,tk,8.1439856665852270e-05,50,2,12,1,3.500900,50,82,221,74,99,206420,508.868
central,DB3_Nasdaq.txt,12279,tk,8.1439856665852270e-05,50,2,12,2,3.514600,50,82,221,74,99,206420,512.868
central,DB3_Nasdaq.txt,12279,tk,8.1439856665852270e-05,50,2,12,3,4.566500,50,82,221,74,99,206420,514.868
central,DB3_Nasdaq.txt,12279,tk,8.1439856665852270e-05,50,2,12,4,3.772100,50,82,221,74,99,206420,518.868
central,DB3_Nasdaq.txt,12279,tk,8.1439856665852270e-05,50,2,12,5,3.489100,50,82,221,74,99,206420,520.868
central,DB3_Nasdaq.txt,12279,tk,8.1439856665852270e-05,50,2,12,6,3.493300,50,82,221,74,99,206420,524.868
central,DB3_Nasdaq.txt,12279,tk,8.1439856665852270e-05,50,2,12,7,4.060500,50,82,221,74,99,206420,526.868
central,DB3_Nasdaq.txt,12279,tk,8.1439856665852270e-05,50,2,12,8,3.762000,50,82,221,74,99,206420,530.868
central,DB3_Nasdaq.txt,12279,tk,8.1439856665852270e-05,50,2,12,9,3.409600,50,82,221,74,99,206420,532.868
central,DB4_SP500.txt,23046,hjtopk,4.3391477913737744e-05,50,2,12,0,145.585800,50,54459,115765,0,0,1181569,1168.868
central,DB4_SP500.txt,23046,hjtopk,4.3391477913737744e-05,50,2,12,1,149.531600,50,54459,115765,0,0,1181569,1210.868
central,DB4_SP500.txt,23046,hjtopk,4.3391477913737744e-05,50,2,12,2,147.390100,50,54459,115765,0,0,1181569,166.375
central,DB4_SP500.txt,23046,hjtopk,4.3391477913737744e-05,50,2,12,3,159.349800,50,54459,115765,0,0,1181569,270.375
central,DB4_SP500.txt,23046,hjtopk,4.3391477913737744e-05,50,2,12,4,180.612200,50,54459,115765,0,0,1181569,376.375
central,DB4_SP500.txt,23046,hjtopk,4.3391477913737744e-05,50,2,12,5,150.203200,50,54459,115765,0,0,1181569,482.375
central,DB4_SP500.txt,23046,hjtopk,4.3391477913737744e-05,50,2,12,6,138.988000,50,54459,115765,0,0,1181569,588.375
central,DB4_SP500.txt,23046,hjtopk,4.3391477913737744e-05,50,2,12,7,138.162900,50,54459,115765,0,0,1181569,692.375
central,DB4_SP500.txt,23046,hjtopk,4.3391477913737744e-05,50,2,12,8,136.417900,50,54459,115765,0,0,1181569,798.375
central,DB4_SP500.txt,23046,hjtopk,4.3391477913737744e-05,50,2,12,9,140.494700,50,54459,115765,0,0,1181569,904.375
central,DB4_SP500.txt,23046,tk-no-bounds,4.3391477913737744e-05,50,2,12,0,139.471500,50,54459,115765,0,0,1181569,306.831
central,DB4_SP500.txt,23046,tk-no-bounds,4.3391477913737744e-05,50,2,12,1,133.348300,50,54459,115765,0,0,1181569,410.831
central,DB4_SP500.txt,23046,tk-no-bounds,4.3391477913737744e-05,50,2,12,2,135.879900,50,54459,115765,0,0,1181569,516.831
central,DB4_SP500.txt,23046,tk-no-bounds,4.3391477913737744e-05,50,2,12,3,137.844200,50,54459,115765,0,0,1181569,620.831
central,DB4_SP500.txt,23046,tk-no-bounds,4.3391477913737744e-05,50,2,12,4,145.851700,50,54459,115765,0,0,1181569,724.831
central,DB4_SP500.txt,23046,tk-no-bounds,4.3391477913737744e-05,50,2,12,5,151.925400,50,54459,115765,0,0,1181569,828.831
central,DB4_SP500.txt,23046,tk-no-bounds,4.3391477913737744e-05,50,2,12,6,151.195200,50,54459,115765,0,0,1181569,934.831
central,DB4_SP500.txt,23046,tk-no-bounds,4.3391477913737744e-05,50,2,12,7,145.749000,50,54459,115765,0,0,1181569,1038.831
central,DB4_SP500.txt,23046,tk-no-bounds,4.3391477913737744e-05,50,2,12,8,133.876400,50,54459,115765,0,0,1181569,1142.831
central,DB4_SP500.txt,23046,tk-no-bounds,4.3391477913737744e-05,50,2,12,9,149.366700,50,54459,115765,0,0,1181569,1226.831
central,DB4_SP500.txt,23046,tk-no-pdub,4.3391477913737744e-05,50,2,12,0,5.285100,50,81,224,0,197,414148,59.880
central,DB4_SP500.txt,23046,tk-no-pdub,4.3391477913737744e-05,50,2,12,1,7.051500,50,81,224,0,197,414148,65.880
central,DB4_SP500.txt,23046,tk-no-pdub,4.3391477913737744e-05,50,2,12,2,6.785200,50,81,224,0,197,414148,69.880
central,DB4_SP500.txt,23046,tk-no-pdub,4.3391477913737744e-05,50,2,12,3,5.723300,50,81,224,0,197,414148,75.880
